TEMPEST_ACCOUNT_NO,HOUSE_NO,STREET,CRE_DATE,MOD_DATE,Latitude,Longitude
365797,7415,HURDLE CR,,,49.138132,-122.864233
365798,7407,HURDLE CR,,,49.138129,-122.863972
365799,12943,74 AVE,,,49.137559,-122.864233
365800,12923,74 AVE,,,49.137562,-122.864500
365801,12913,74 AVE,,,49.137565,-122.864764
365803,12883,74 AVE,,,49.137574,-122.865521
365805,12853,74 AVE,,,49.137583,-122.866273
365811,13039,72 AVE,,,49.133962,-122.861258
365812,13009,72 AVE,,,49.133974,-122.862009
365819,7254,130A ST,,,49.134769,-122.860465
365824,7287,131 ST,,,49.135095,-122.859719
365826,7243,131 ST,,,49.134546,-122.859713
365827,7237,131 ST,,,49.134362,-122.859688
365830,12962,72A AVE,,,49.134178,-122.863490
365832,12974,72A AVE,,,49.134246,-122.863158
365844,7253,129B ST,,,49.134912,-122.863500
365847,12961,72A AVE,,,49.134388,-122.863854
365874,12922,72A AVE,,,49.134180,-122.865224
338172,12209,99 AVE,,,49.182731,-122.884340
338174,12166,98A AVE,,,49.181538,-122.885648
338175,9729,120A ST,,,49.179412,-122.888992
338178,9873,123A ST,,,49.182018,-122.880727
338179,9785,123A ST,,,49.180479,-122.880727
338180,12345,99A AVE,,,49.183599,-122.880876
338182,9739,120A ST,,,49.179592,-122.888991
338184,9941,122 ST,,,49.183294,-122.884851
338186,12332,100 AVE,,,49.184275,-122.880777
338188,9749,120A ST,,,49.179772,-122.888990
338190,9931,121 ST,,,49.183119,-122.887600
338193,12175,98A AVE,,,49.181795,-122.885358
338196,9941,121 ST,,,49.183299,-122.887600
338198,12290,100 AVE,,,49.184272,-122.881303
338199,12185,98A AVE,,,49.181777,-122.885062
338200,9869,120A ST,,,49.182035,-122.888987
338201,9873,121 ST,,,49.182035,-122.887606
338202,9951,121 ST,,,49.183480,-122.887599
338203,9969,122 ST,,,49.183836,-122.884846
338205,12193,98A AVE,,,49.181774,-122.884766
338208,12203,98A AVE,,,49.181772,-122.884473
338209,12028,97 AVE,,,49.178708,-122.889325
338210,9969,121 ST,,,49.183843,-122.887599
338212,12194,99 AVE,,,49.182408,-122.884776
338214,12079,99 AVE,,,49.182739,-122.887946
338215,12150,97A AVE,,,49.179607,-122.885959
338219,12162,99 AVE,,,49.182412,-122.885654
338221,12165,98A AVE,,,49.181779,-122.885660
338223,12185,97A AVE,,,49.179931,-122.885084
338224,12186,98 AVE,,,49.180508,-122.884792
338225,12198,98 AVE,,,49.180508,-122.884501
338226,12205,97A AVE,,,49.179930,-122.884501
338230,12388,99 AVE,,,49.182423,-122.879291
338236,9715,123 ST,,,49.179227,-122.882111
338237,12237,97 AVE,,,49.179021,-122.883614
331306,9615,154 ST,,,49.177156,-122.795681
331310,15521,96 AVE,,,49.177080,-122.792181
331314,15481,96 AVE,,,49.177058,-122.793202
331470,15563,96 AVE,,,49.177085,-122.791108
331477,15741,96 AVE,,,49.177063,-122.785946
331478,15940,100 AVE,,,49.184201,-122.780558
331483,9609,157 ST,,,49.177098,-122.787447
331484,15882,100 AVE,,,49.184193,-122.781935
331485,9953,160 ST,,,49.183530,-122.778873
331488,15888,98 AVE,,,49.180459,-122.781644
331490,9896,159A ST,,,49.182337,-122.779896
331494,15878,100 AVE,,,49.184194,-122.782182
331498,9934,156 ST,,,49.183191,-122.789546
331501,15735,96 AVE,,,49.177063,-122.786195
331502,9973,160 ST,,,49.183857,-122.778860
331504,15797,99 AVE,,,49.182687,-122.784636
331508,9945,160 ST,,,49.183419,-122.778914
331509,9967,159A ST,,,49.183580,-122.780260
331510,15746,99A AVE,,,49.183306,-122.785824
335635,14009,102 AVE,,,49.187491,-122.833883
337155,12998,OLD YALE RD,,,49.190065,-122.862573
337160,10122,128 ST,,,49.186667,-122.867406
337182,10066,129 ST,,,49.185606,-122.864392
337184,10335,132 ST,,,49.190547,-122.856627
337194,10176,SEMIAHMOO RD,,,49.187526,-122.861527
337197,13101,100A AVE,,,49.185517,-122.859325
337202,10257,128A ST,,,49.189081,-122.866315
337213,10046,129 ST,,,49.185272,-122.864391
337228,10036,129 ST,,,49.185105,-122.864390
337232,13150,103A AVE,,,49.190554,-122.857811
337234,13127,100 AVE,,,49.184556,-122.858631
337238,10122,129 ST,,,49.186673,-122.864390
337251,10227,128A ST,,,49.188579,-122.866314
337255,10202,128A ST,,,49.188314,-122.865886
337256,10335,129 ST,,,49.190485,-122.864874
337257,12904,104 AVE,,,49.191512,-122.864678
337262,13141,103 AVE,,,49.190019,-122.858076
337268,10121,129 ST,,,49.186677,-122.864885
337295,10229,132 ST,,,49.188603,-122.856695
337299,13113,103 AVE,,,49.190028,-122.858968
337301,13173,100 AVE,,,49.184551,-122.857366
337315,10316,129 ST,,,49.190140,-122.864378
337319,10037,129 ST,,,49.185106,-122.864886
337326,13059,101B AVE,,,49.187780,-122.860642
337334,12969,OLD YALE RD,,,49.191105,-122.862509
337337,10033,132 ST,,,49.184978,-122.856734
332472,11351,136 ST,,,49.208914,-122.845474
332474,11321,136 ST,,,49.208332,-122.845481
355805,12555,61 AVE,,,49.113670,-122.875591
355806,6288,125A ST,,,49.117112,-122.874376
355807,6204,125 ST,,,49.115597,-122.876729
355811,6292,125A ST,,,49.117219,-122.874401
355814,6222,126B ST,,,49.115947,-122.870983
355821,6318,125A ST,,,49.117553,-122.874458
355822,6084,126 ST,,,49.113462,-122.873201
355827,6326,125A ST,,,49.117659,-122.874473
355830,12595,61 AVE,,,49.113658,-122.874194
355834,12731,62 AVE,,,49.115607,-122.869808
355837,12743,62 AVE,,,49.115605,-122.869590
355838,6352,125A ST,,,49.118034,-122.874525
355841,12757,62 AVE,,,49.115604,-122.869372
355845,6372,125A ST,,,49.118249,-122.874524
355848,12779,62 AVE,,,49.115602,-122.868935
355849,6380,125A ST,,,49.118342,-122.874486
355853,12789,62 AVE,,,49.115601,-122.868735
355862,6398,125A ST,,,49.118491,-122.874736
355865,6395,125A ST,,,49.118468,-122.874856
355868,12756,62 AVE,,,49.115334,-122.869375
355876,6361,125A ST,,,49.118143,-122.874876
355880,6355,125A ST,,,49.118024,-122.874859
355884,6341,125A ST,,,49.117903,-122.874845
355891,12579,60A AVE,,,49.112750,-122.874635
355892,6325,125A ST,,,49.117666,-122.874825
355895,12587,60A AVE,,,49.112723,-122.874436
355896,6319,125A ST,,,49.117539,-122.874809
355898,6303,125A ST,,,49.117427,-122.874787
355901,6111,128 ST,,,49.113608,-122.868087
355902,6297,125A ST,,,49.117313,-122.874771
355904,12799,61 AVE,,,49.113290,-122.868160
355905,6291,125A ST,,,49.117205,-122.874739
355906,12597,60A AVE,,,49.112663,-122.873858
355907,12785,61 AVE,,,49.113290,-122.868399
355908,6289,125A ST,,,49.117100,-122.874713
355910,12777,61 AVE,,,49.113291,-122.868706
355911,6283,125A ST,,,49.116989,-122.874684
355913,12769,61 AVE,,,49.113291,-122.868937
355915,6271,125A ST,,,49.116767,-122.874705
355917,12741,61 AVE,,,49.113292,-122.869448
355918,12550,62B AVE,,,49.116675,-122.874663
355922,12566,62B AVE,,,49.116622,-122.874426
355925,12708,61 AVE,,,49.113077,-122.870328
355927,12718,61 AVE,,,49.113041,-122.870144
355928,12588,62B AVE,,,49.116611,-122.873901
355929,12726,61 AVE,,,49.113031,-122.869951
355930,12596,62B AVE,,,49.116613,-122.873693
355933,12740,61 AVE,,,49.113040,-122.869444
355934,12752,61 AVE,,,49.113040,-122.869205
355941,12798,61 AVE,,,49.113038,-122.868179
355977,5901,123 ST,,,49.109892,-122.882228
355989,12268,59 AVE,,,49.109534,-122.883034
355996,12298,58A AVE,,,49.108760,-122.881789
355998,12358,58A AVE,,,49.108614,-122.880209
356015,12338,58A AVE,,,49.108655,-122.880764
356021,12133,59 AVE,,,49.109736,-122.886794
356023,5874,123A ST,,,49.109640,-122.880404
356039,5878,123 ST,,,49.109336,-122.881841
356045,5756,120 ST,,,49.107423,-122.890123
356050,5908,123 ST,,,49.109936,-122.881845
356055,12117,BOUNDARY DR S,,,49.110593,-122.887574
356064,5887,123A ST,,,49.109772,-122.880802
362319,12397,70A AVE,,,49.131079,-122.879345
362320,12209,68A AVE,,,49.127666,-122.884222
362321,7080,122A ST,,,49.131736,-122.883168
362324,12316,71A AVE,,,49.132949,-122.881401
363166,12276,64A AVE,,,49.120061,-122.882347
363167,6461,124A ST,,,49.120717,-122.877643
363168,6641,123 ST,,,49.123636,-122.882111
363169,12678,68 AVE,,,49.126479,-122.871451
363172,6538,125A ST,,,49.121805,-122.874894
363173,12763,66A AVE,,,49.123736,-122.869150
363174,12688,67B AVE,,,49.125760,-122.871059
363177,6480,121A ST,,,49.120774,-122.885749
363178,6709,124 ST,,,49.124988,-122.879202
363180,6768,124 ST,,,49.126029,-122.878763
363182,6628,124 ST,,,49.123499,-122.878816
363183,6490,123 ST,,,49.120755,-122.881582
363184,6485,122A ST,,,49.120827,-122.883405
363185,6524,122A ST,,,49.121445,-122.883476
363186,12226,66 AVE,,,49.122832,-122.883711
363187,6525,124A ST,,,49.121577,-122.877627
363188,12270,64A AVE,,,49.120061,-122.882613
363189,12675,67B AVE,,,49.125965,-122.871459
363191,12767,67A AVE,,,49.125188,-122.868808
363192,12760,67B AVE,,,49.125738,-122.868943
363193,12771,66A AVE,,,49.123706,-122.869014
363198,6719,124 ST,,,49.125180,-122.879202
363201,6620,124 ST,,,49.123347,-122.878816
363202,12308,64A AVE,,,49.120055,-122.881515
363203,6499,122A ST,,,49.120901,-122.883264
363204,6532,122A ST,,,49.121593,-122.883466
363205,12238,66 AVE,,,49.122828,-122.883476
363206,12262,64A AVE,,,49.120066,-122.882885
363207,6485,124A ST,,,49.120831,-122.877410
363209,12756,68 AVE,,,49.126463,-122.869054
363213,12685,67A AVE,,,49.125237,-122.871261
363216,6491,122 ST,,,49.120943,-122.884767
363217,6606,124A ST,,,49.123096,-122.877256
363219,6792,124 ST,,,49.126407,-122.878812
363221,12316,64A AVE,,,49.120049,-122.881335
363222,6540,122A ST,,,49.121805,-122.883465
363223,12248,66 AVE,,,49.122831,-122.883229
363224,6511,124A ST,,,49.121347,-122.877667
363225,12256,64A AVE,,,49.120065,-122.883151
363230,6551,125A ST,,,49.122071,-122.875265
363233,6481,122 ST,,,49.120773,-122.884767
363234,6739,124 ST,,,49.125564,-122.879203
363238,12417,66 AVE,,,49.123033,-122.878336
363239,12322,64A AVE,,,49.120046,-122.881094
363240,6548,122A ST,,,49.122023,-122.883462
363242,12246,64A AVE,,,49.120072,-122.883430
363243,6462,124A ST,,,49.120717,-122.877163
363244,6681,123 ST,,,49.124155,-122.882470
363245,6681,128 ST,,,49.124333,-122.868044
363247,6557,125A ST,,,49.122179,-122.875265
363248,6651,128 ST,,,49.123767,-122.868048
363250,6575,122 ST,,,49.122495,-122.884763
363251,6749,124 ST,,,49.125755,-122.879203
363252,6626,124A ST,,,49.123451,-122.877253
363255,12330,64A AVE,,,49.120056,-122.880850
363257,12255,64A AVE,,,49.120316,-122.882933
363258,6458,124A ST,,,49.120567,-122.877223
363261,6689,128 ST,,,49.124444,-122.868043
363263,6643,128 ST,,,49.123649,-122.868049
363267,6565,122 ST,,,49.122325,-122.884763
363268,6636,124A ST,,,49.123629,-122.877251
363269,12207,67A AVE,,,49.125964,-122.884936
363270,6797,124A ST,,,49.126474,-122.877662
363272,12338,64A AVE,,,49.120125,-122.880549
363273,12263,64A AVE,,,49.120317,-122.882671
363274,6450,124A ST,,,49.120412,-122.877222
363275,12289,66 AVE,,,49.123081,-122.882288
363277,6695,128 ST,,,49.124555,-122.868042
363278,6571,125A ST,,,49.122400,-122.875265
363279,6627,128 ST,,,49.123331,-122.868051
363280,12686,67A AVE,,,49.125003,-122.871093
363282,6555,122 ST,,,49.122155,-122.884764
363284,12213,67A AVE,,,49.125967,-122.884723
363287,12370,64A AVE,,,49.120013,-122.880180
363289,12273,64A AVE,,,49.120311,-122.882413
363291,12621,67B AVE,,,49.125986,-122.872734
363292,6703,128 ST,,,49.124666,-122.868041
363294,6579,125A ST,,,49.122519,-122.875265
363296,12678,67A AVE,,,49.125004,-122.871271
363298,6445,122 ST,,,49.120105,-122.884769
363299,6545,122 ST,,,49.121985,-122.884764
363300,12396,68 AVE,,,49.126529,-122.879273
363301,6773,124A ST,,,49.126064,-122.877667
363303,12353,64 AVE,,,49.119382,-122.880400
363304,12376,64A AVE,,,49.120037,-122.880025
363305,12285,64A AVE,,,49.120311,-122.882158
343923,1612,160 ST,,,49.031294,-122.778947
343939,16149,16 AVE,,,49.031221,-122.774925
343946,16367,20 AVE,,,49.038507,-122.768733
343956,2325,164 ST,,,49.044018,-122.768389
343959,16273,20 AVE,,,49.039311,-122.771793
343972,16604,24 AVE,,,49.045486,-122.762437
343991,16432,24 AVE,,,49.045440,-122.766981
344007,16677,21 AVE,,,49.040402,-122.760617
344016,16685,EDGEWOOD DR,,,49.042166,-122.760483
344035,2025,156 ST,,,49.038848,-122.790402
344036,2028,155 ST,,,49.038896,-122.792754
344069,2012,155 ST,,,49.038532,-122.792753
344071,2187,154 ST,,,49.041686,-122.795902
344072,2292,MADRONA PL,,,49.043824,-122.793890
344082,2210,152A ST,,,49.042213,-122.799575
344086,15769,23B AVE,,,49.045212,-122.785946
344092,2061,153 ST,,,49.039448,-122.798723
344106,2076,156 ST,,,49.039677,-122.789964
344112,2058,156 ST,,,49.039349,-122.789978
344116,15295,20 AVE,,,49.038518,-122.798693
344147,2353,153A ST,,,49.044704,-122.797319
344180,2360,152A ST,,,49.044892,-122.799574
344218,2339,152A ST,,,49.044557,-122.800068
344257,2291,153 ST,,,49.043633,-122.798673
344272,2355,153 ST,,,49.044716,-122.798682
334355,10520,128 ST,,,49.193784,-122.867522
334356,13007,107A AVE,,,49.198151,-122.862106
334359,12808,108 AVE,,,49.198867,-122.867158
334363,10630,128 ST,,,49.195987,-122.867510
334364,10616,130 ST,,,49.195593,-122.862192
334365,12815,105 AVE,,,49.193723,-122.867227
334367,13112,107A AVE,,,49.197820,-122.859012
334368,12859,107 AVE,,,49.197163,-122.866441
334371,13035,106 AVE,,,49.195499,-122.860696
334372,12870,105 AVE,,,49.193400,-122.865716
334376,10518,131A ST,,,49.193616,-122.857765
334377,13028,107A AVE,,,49.197831,-122.861589
334380,10775,132 ST,,,49.198461,-122.856724
334391,12944,108 AVE,,,49.198806,-122.863526
334392,13071,106 AVE,,,49.195504,-122.860166
334401,13079,106 AVE,,,49.195507,-122.859901
334408,12831,OLD YALE RD,,,49.196590,-122.866589
334411,10550,131A ST,,,49.194298,-122.857758
334412,13064,107A AVE,,,49.197821,-122.860500
334413,12863,107A AVE,,,49.198171,-122.865998
334421,12837,OLD YALE RD,,,49.196228,-122.866455
334429,13119,106 AVE,,,49.195516,-122.858843
334438,10582,131A ST,,,49.194979,-122.857751
334444,10581,132 ST,,,49.194970,-122.856728
334451,13035,107 AVE,,,49.197170,-122.861285
334452,12935,107A AVE,,,49.198166,-122.864064
334455,12896,104A AVE,,,49.192462,-122.865045
334456,10565,132 ST,,,49.194621,-122.856721
334457,12925,107A AVE,,,49.198153,-122.864356
334458,12864,107A AVE,,,49.197856,-122.866025
334461,12846,OLD YALE RD,,,49.195745,-122.866712
334464,13173,106 AVE,,,49.195531,-122.857192
334469,13183,106 AVE,,,49.195533,-122.856990
334471,12848,OLD YALE RD,,,49.195177,-122.866551
334472,12852,108 AVE,,,49.198811,-122.866256
334478,12917,104 AVE,,,49.191851,-122.864555
334480,10719,129 ST,,,49.197296,-122.864822
334486,13066,106A AVE,,,49.196030,-122.860437
334491,12823,105A AVE,,,49.194629,-122.866958
334494,12854,OLD YALE RD,,,49.194829,-122.866476
361730,7024,129A ST,,,49.130620,-122.863328
361750,6853,HELSTON CR,,,49.127443,-122.865193
361752,6869,HELSTON CR,,,49.127730,-122.865196
361760,12811,68A AVE,,,49.127847,-122.866683
361769,13027,ENGLISH PL,,,49.133025,-122.861357
361770,13036,72 AVE,,,49.133642,-122.861256
361773,13026,72 AVE,,,49.133643,-122.861551
361780,6958,130 ST,,,49.129333,-122.861985
361782,6918,130 ST,,,49.128700,-122.861978
361783,6908,130 ST,,,49.128547,-122.861977
361787,13078,ENGLISH PL,,,49.132701,-122.860150
361790,12840,69 AVE,,,49.128324,-122.866667
361791,12830,69 AVE,,,49.128481,-122.866716
361793,6952,128 ST,,,49.129309,-122.867531
361815,7123,LEVY PL,,,49.132275,-122.860621
361824,13029,LINTON WAY,,,49.131412,-122.861487
361826,7102,LEVY PL,,,49.131897,-122.860303
361827,13105,70B AVE,,,49.131395,-122.859311
361832,7183,131A ST,,,49.131664,-122.858318
361833,13135,70B AVE,,,49.131354,-122.858436
361835,7086,130 ST,,,49.131713,-122.862010
361837,7122,130 ST,,,49.132190,-122.862026
361840,7136,LEVY PL,,,49.132140,-122.861327
342056,14144,115A AVE,,,49.212592,-122.830174
335642,14170,101 AVE,,,49.185898,-122.829479
335646,14152,101 AVE,,,49.185896,-122.829812
335654,14040,100A AVE,,,49.185253,-122.833040
335656,14237,103 AVE,,,49.189770,-122.827698
335659,14229,103 AVE,,,49.189769,-122.827973
335671,14258,103A AVE,,,49.190380,-122.827120
335673,10315,143 ST,,,49.189891,-122.826094
335674,14029,103 AVE,,,49.189741,-122.833406
335678,14079,103 AVE,,,49.189747,-122.832152
335680,14004,102A AVE,,,49.188107,-122.833886
335691,14211,100A AVE,,,49.185298,-122.828111
335697,10071,144 ST,,,49.185527,-122.823337
335699,10051,144 ST,,,49.185163,-122.823335
335700,10045,144 ST,,,49.184982,-122.823334
335702,14369,100 AVE,,,49.184397,-122.824059
335703,10020,143A ST,,,49.184586,-122.824228
335704,10030,143A ST,,,49.184754,-122.824232
335705,10048,143A ST,,,49.185084,-122.824221
335706,10062,143A ST,,,49.185394,-122.824289
335707,10067,143A ST,,,49.185440,-122.824497
335708,10063,143A ST,,,49.185392,-122.824761
335709,10055,143A ST,,,49.185241,-122.824794
335710,10035,143A ST,,,49.184920,-122.824603
335711,10029,143A ST,,,49.184759,-122.824601
335712,14345,100 AVE,,,49.184395,-122.824768
335713,14331,100 AVE,,,49.184399,-122.825149
335714,14319,100 AVE,,,49.184393,-122.825503
335715,10030,143 ST,,,49.184747,-122.825691
335716,10036,143 ST,,,49.184911,-122.825691
335717,10046,143 ST,,,49.185076,-122.825690
335736,10310,140 ST,,,49.189777,-122.833923
335737,10275,143 ST,,,49.189098,-122.826100
335738,10251,143 ST,,,49.188765,-122.826092
335744,10226,142A ST,,,49.188268,-122.826945
335748,10278,142A ST,,,49.189267,-122.826938
335749,14270,103 AVE,,,49.189486,-122.826768
335750,14204,103 AVE,,,49.189478,-122.828505
335753,10293,142A ST,,,49.189370,-122.827379
335755,10263,142A ST,,,49.188965,-122.827376
335762,14026,103A AVE,,,49.190348,-122.833385
335764,14046,103A AVE,,,49.190351,-122.832883
335766,14076,103A AVE,,,49.190354,-122.832131
335768,14308,103A AVE,,,49.190396,-122.825474
335772,10204,143 ST,,,49.188017,-122.825667
337389,13012,101 AVE,,,49.186275,-122.861820
337400,10073,SEMIAHMOO RD,,,49.185764,-122.860685
337406,13065,101 AVE,,,49.186307,-122.860155
337407,10023,128A ST,,,49.184805,-122.866298
337408,10037,128A ST,,,49.185095,-122.866296
337409,10045,128A ST,,,49.185294,-122.866309
337414,10080,128 ST,,,49.185958,-122.867385
337416,13081,OLD YALE RD,,,49.188555,-122.859167
337419,10030,128 ST,,,49.184992,-122.867363
337420,10008,128 ST,,,49.184601,-122.867371
337425,13063,OLD YALE RD,,,49.188905,-122.859921
337426,13095,103A AVE,,,49.190889,-122.859328
337427,13109,103A AVE,,,49.190884,-122.859089
337435,10268,129 ST,,,49.189280,-122.864377
337440,10263,MICHEL PL,,,49.189200,-122.858096
337441,13038,101B AVE,,,49.187566,-122.861064
337444,13145,OLD YALE RD,,,49.188123,-122.857938
337449,10267,129A ST,,,49.189265,-122.863466
337451,10247,129A ST,,,49.188920,-122.863431
337454,13083,103A AVE,,,49.190890,-122.859755
337456,13107,OLD YALE RD,,,49.188374,-122.858662
337462,10106,129 ST,,,49.186331,-122.864393
337464,10128,SEMIAHMOO RD,,,49.186705,-122.860981
337466,10134,SEMIAHMOO RD,,,49.186876,-122.861070
337469,10297,129A ST,,,49.189778,-122.863480
337473,13114,103 AVE,,,49.189698,-122.858908
337476,10041,SEMIAHMOO RD,,,49.185205,-122.860203
337478,13040,OLD YALE RD,,,49.188956,-122.861042
337479,10234,SEMIAHMOO RD,,,49.188607,-122.861502
337480,10220,SEMIAHMOO RD,,,49.188392,-122.861470
337483,10140,SEMIAHMOO RD,,,49.186884,-122.860479
337484,12845,100 AVE,,,49.184561,-122.866506
337485,10027,SEMIAHMOO RD,,,49.184864,-122.860278
337486,10142,SEMIAHMOO RD,,,49.186958,-122.860486
337497,12592,102 AVE,,,49.187948,-122.873319
337507,12421,PARK (101B AVE) DR,,,49.187562,-122.878249
337534,10267,124 ST,,,49.189401,-122.878392
361405,6671,130A ST,,,49.123975,-122.861290
361424,6586,130A ST,,,49.122613,-122.860675
361425,6570,130A ST,,,49.122338,-122.860671
361439,6519,131 ST,,,49.121388,-122.859566
361441,6535,131 ST,,,49.121658,-122.859570
325201,14745,109A AVE,,,49.201616,-122.813928
366280,7471,143B ST,,,49.138617,-122.825938
366284,7320,141A ST,,,49.135867,-122.830071
366285,14354,74A AVE,,,49.138088,-122.826225
366286,7463,143B ST,,,49.138480,-122.825937
366287,14137,75 AVE,,,49.139233,-122.830680
366290,7330,141A ST,,,49.136045,-122.830073
366295,14145,75 AVE,,,49.139236,-122.830388
366298,7429,143A ST,,,49.137846,-122.826868
366299,14351,74A AVE,,,49.138355,-122.826487
366303,14177,75 AVE,,,49.139241,-122.829803
366304,7437,143A ST,,,49.138001,-122.826867
366308,7447,143A ST,,,49.138150,-122.826868
366309,14343,74A AVE,,,49.138348,-122.826786
366313,7386,140 ST,,,49.137049,-122.834231
366314,14339,74A AVE,,,49.138270,-122.826860
366317,14222,75 AVE,,,49.138968,-122.828810
366318,7390,141A ST,,,49.137112,-122.830082
