,,,"City of Surrey, BC",Surrey,Surrey,"Greater Vancouver, Regional district , BC",GVRD,GVRD,British Columbia [Province],BC,BC
Knowledge of languages,        Haisla,,10,0,0,25,0,25,175,65,105
Knowledge of languages,        Heiltsuk,,0,0,0,10,0,10,120,50,70
Knowledge of languages,        Kwakiutl (Kwak'wala),,10,0,0,45,35,10,590,275,315
Knowledge of languages,        Nuu-chah-nulth (Nootka),,0,0,0,15,0,10,560,265,295
Knowledge of languages,        Wakashan languages; n.i.e.,,0,0,0,0,0,0,20,15,10
Knowledge of languages,      Aboriginal languages; n.o.s.,,0,0,0,35,20,15,240,105,135
Knowledge of languages,    Non-Aboriginal languages,,287525,139460,148070,1218825,573410,645415,1529635,719190,810440
Knowledge of languages,      Afro-Asiatic languages,,9070,4570,4500,29225,15270,13955,35115,18585,16530
Knowledge of languages,        Berber languages,,30,10,20,125,80,45,145,95,45
Knowledge of languages,          Kabyle,,25,10,15,55,30,25,65,40,25
Knowledge of languages,          Berber languages; n.i.e.,,10,0,0,70,50,15,80,60,20
Knowledge of languages,        Cushitic languages,,1055,460,600,1880,870,1005,2070,955,1120
Knowledge of languages,          Bilen,,0,0,0,15,0,15,20,10,15
Knowledge of languages,          Oromo,,15,10,10,190,110,80,245,140,110
Knowledge of languages,          Somali,,1045,455,590,1675,755,915,1800,815,985
Knowledge of languages,          Cushitic languages; n.i.e.,,10,0,10,10,0,10,10,0,10
Knowledge of languages,        Semitic languages,,8065,4130,3935,27480,14465,13015,33110,17660,15460
Knowledge of languages,          Amharic,,505,240,265,1755,905,855,2095,1050,1045
Knowledge of languages,          Arabic,,6835,3510,3320,19990,10680,9315,24230,13180,11050
Knowledge of languages,          Assyrian Neo-Aramaic,,480,245,235,715,340,375,760,370,390
Knowledge of languages,          Chaldean Neo-Aramaic,,475,240,235,545,270,275,570,285,285
Knowledge of languages,          Harari,,10,0,0,55,35,20,55,35,20
Knowledge of languages,          Hebrew,,220,135,80,4585,2360,2225,5450,2805,2645
Knowledge of languages,          Maltese,,55,15,40,165,90,80,315,155,155
Knowledge of languages,          Tigrigna,,220,135,85,935,510,430,1055,560,495
Knowledge of languages,          Semitic languages; n.i.e.,,230,115,110,290,150,135,300,160,140
Knowledge of languages,        Afro-Asiatic languages; n.i.e.,,25,10,10,95,45,45,170,85,85
Knowledge of languages,      Austro-Asiatic languages,,8750,4205,4545,30390,14495,15890,35915,17130,18785
Knowledge of languages,        Khmer (Cambodian),,770,350,425,1440,620,820,1875,850,1020
Knowledge of languages,        Vietnamese,,8025,3880,4145,29015,13890,15125,34140,16295,17840
Knowledge of languages,        Austro-Asiatic languages; n.i.e.,,0,0,0,60,30,30,55,30,25
Knowledge of languages,      Austronesian languages,,26440,11550,14885,106580,44620,61955,125425,51215,74210
Knowledge of languages,        Bikol,,115,50,60,495,205,285,530,215,310
Knowledge of languages,        Cebuano,,1180,445,730,4185,1625,2555,5365,2000,3370
Knowledge of languages,        Fijian,,540,320,225,980,580,405,1095,655,440
Knowledge of languages,        Hiligaynon,,335,175,160,1365,600,770,1685,710,975
Knowledge of languages,        Ilocano,,1285,495,785,5665,2210,3460,6450,2480,3970
Knowledge of languages,        Malagasy,,0,0,0,10,0,0,25,15,10
Knowledge of languages,        Malay,,1010,425,590,6435,3050,3390,7495,3480,4010
Knowledge of languages,        Pampangan (Kapampangan; Pampango),,140,70,70,775,350,430,855,365,495
Knowledge of languages,        Pangasinan,,95,45,50,445,180,265,480,205,275
Knowledge of languages,        Tagalog (Pilipino; Filipino),,24320,10560,13760,96290,39665,56625,113265,45455,67805
Knowledge of languages,        Waray-Waray,,65,35,30,280,120,150,320,130,195
Knowledge of languages,        Austronesian languages; n.i.e.,,230,105,125,1175,580,595,1515,740,775
Knowledge of languages,      Creole languages,,735,385,355,1820,975,845,2485,1320,1165
Knowledge of languages,        Haitian Creole,,20,10,10,60,25,35,135,55,75
Knowledge of languages,        Creole; n.o.s.,,460,235,225,1020,540,480,1310,730,585
Knowledge of languages,        Creole languages; n.i.e.,,270,140,135,755,415,335,1055,540,515
Knowledge of languages,      Dravidian languages,,2575,1375,1205,8875,4710,4165,10390,5485,4905
Knowledge of languages,        Kannada,,105,35,65,445,210,235,510,250,265
Knowledge of languages,        Malayalam,,1020,555,470,2580,1395,1190,3350,1795,1550
Knowledge of languages,        Tamil,,1315,705,610,4860,2530,2325,5445,2830,2610
Knowledge of languages,        Telugu,,290,170,120,1425,835,595,1720,970,750
Knowledge of languages,        Dravidian languages; n.i.e.,,10,10,10,65,25,40,85,30,55
Knowledge of languages,      Hmong-Mien languages,,20,10,10,150,75,70,165,85,80
Knowledge of languages,      Indo-European languages,,191080,94570,96515,536805,262060,274755,764815,371760,393060
Knowledge of languages,        Albanian,,445,205,240,1135,580,555,1640,840,795
Knowledge of languages,        Armenian,,160,95,65,1455,725,735,1680,845,835
Knowledge of languages,        Balto-Slavic languages,,8790,4340,4450,66125,31535,34590,94050,44710,49340
Knowledge of languages,          Baltic languages,,35,20,20,635,310,325,1030,515,520
Knowledge of languages,            Latvian,,20,15,0,310,175,140,555,290,265
Knowledge of languages,            Lithuanian,,15,0,15,325,135,185,475,220,250
Knowledge of languages,          Slavic languages,,8760,4330,4430,65675,31315,34350,93235,44305,48940
Knowledge of languages,            Belarusan,,0,10,0,205,95,110,245,115,125
Knowledge of languages,            Bosnian,,270,135,135,1780,890,890,2075,1020,1050
Knowledge of languages,            Bulgarian,,185,80,105,1975,875,1100,2430,1105,1325
Knowledge of languages,            Croatian,,870,445,425,7995,3920,4075,10685,5255,5430
Knowledge of languages,            Czech,,540,255,290,4580,2140,2435,7480,3665,3815
Knowledge of languages,            Macedonian,,25,10,10,345,180,160,400,220,185
Knowledge of languages,            Polish,,2830,1420,1415,13820,6540,7275,19175,8980,10190
Knowledge of languages,            Russian,,2490,1225,1265,24000,11325,12675,33990,15850,18135
Knowledge of languages,            Serbian,,650,340,305,8010,4105,3905,9110,4625,4485
Knowledge of languages,            Serbo-Croatian,,90,45,40,1240,595,645,1525,770,750
Knowledge of languages,            Slovak,,390,185,205,3060,1425,1635,4270,2045,2225
Knowledge of languages,            Slovene (Slovenian),,120,70,50,725,330,400,1375,610,760
Knowledge of languages,            Ukrainian,,1060,450,605,5960,2605,3355,10740,4835,5905
Knowledge of languages,            Slavic languages; n.i.e.,,55,30,20,250,120,125,420,215,205
Knowledge of languages,        Celtic languages,,85,40,50,1175,650,520,1855,990,865
Knowledge of languages,          Scottish Gaelic,,50,30,15,350,225,120,660,395,265
Knowledge of languages,          Welsh,,25,10,25,145,65,85,345,145,195
Knowledge of languages,          Celtic languages; n.i.e.,,15,0,10,685,370,320,860,450,410
Knowledge of languages,        Germanic languages,,8745,4080,4665,57255,27520,29730,136685,65350,71335
Knowledge of languages,          Afrikaans,,585,260,320,4230,2160,2065,7670,3875,3800
Knowledge of languages,          Danish,,390,165,225,2455,1150,1310,5510,2490,3020
Knowledge of languages,          Dutch,,1815,840,980,9200,4340,4855,24060,11520,12550
Knowledge of languages,          Frisian,,35,20,20,120,55,65,465,230,240
Knowledge of languages,          German,,5675,2705,2965,38665,18840,19820,95005,45840,49165
Knowledge of languages,          Icelandic,,15,10,0,215,110,100,405,210,195
Knowledge of languages,          Norwegian,,190,90,100,1405,730,680,2845,1425,1415
Knowledge of languages,          Swedish,,300,135,170,2765,1205,1560,4825,2125,2695
Knowledge of languages,          Vlaams (Flemish),,30,15,15,220,125,100,545,270,275
Knowledge of languages,          Yiddish,,25,15,10,385,175,210,505,225,280
Knowledge of languages,          Germanic languages; n.i.e.,,15,10,0,75,40,30,155,95,60
Knowledge of languages,        Greek,,900,475,430,7230,3675,3555,9095,4725,4370
Knowledge of languages,        Indo-Iranian languages,,157915,78645,79265,297060,147625,149435,363205,181340,181865
Knowledge of languages,          Indo-Aryan languages,,154075,76740,77340,248620,123215,125405,311955,155465,156490
Knowledge of languages,            Bengali,,980,485,495,3145,1610,1530,3670,1885,1785
Knowledge of languages,            Gujarati,,2060,995,1065,10685,5030,5655,11500,5455,6050
Knowledge of languages,            Hindi,,39080,18940,20140,70505,34305,36195,81330,39950,41380
Knowledge of languages,            Kashmiri,,15,10,10,45,25,20,60,30,25
Knowledge of languages,            Konkani,,70,35,35,375,185,190,415,215,200
Knowledge of languages,            Marathi,,165,80,90,1275,650,625,1475,780,695
Knowledge of languages,            Nepali,,465,225,240,1180,595,590,1485,725,760
Knowledge of languages,            Oriya (Odia),,25,15,10,70,40,30,70,40,30
Knowledge of languages,            Punjabi (Panjabi),,128515,64430,64090,187530,93595,93935,244485,122450,122035
Knowledge of languages,            Sindhi,,380,195,185,3140,1340,1800,3300,1415,1885
Knowledge of languages,            Sinhala (Sinhalese),,950,510,445,2140,1110,1030,2430,1265,1170
Knowledge of languages,            Urdu,,7950,4050,3900,14610,7635,6975,16750,8840,7915
Knowledge of languages,          Iranian languages,,4295,2150,2145,49445,24950,24495,52300,26435,25870
Knowledge of languages,            Kurdish,,315,175,140,2070,1095,980,2225,1185,1040
Knowledge of languages,            Pashto,,795,430,365,1540,855,685,1660,940,725
Knowledge of languages,            Persian (Farsi),,3485,1735,1750,47155,23770,23385,49835,25135,24690
Knowledge of languages,          Indo-Iranian languages; n.i.e.,,280,140,140,750,380,375,935,490,450
Knowledge of languages,        Italic (Romance) languages,,15840,7670,8170,118715,56405,62310,177685,83505,94185
Knowledge of languages,          Catalan,,0,10,0,245,125,120,395,210,180
Knowledge of languages,          Italian,,2170,1180,995,25610,12450,13155,37475,18075,19400
Knowledge of languages,          Portuguese,,1930,875,1060,15670,7450,8225,23260,11060,12200
Knowledge of languages,          Romanian,,840,450,390,8265,4075,4190,10045,4945,5105
Knowledge of languages,          Spanish,,11310,5340,5965,75105,35255,39855,115115,53215,61900
Knowledge of languages,          Italic (Romance) languages; n.i.e.,,15,0,10,220,130,85,380,245,140
Knowledge of languages,      Japanese,,2035,910,1125,28630,12410,16220,36990,15955,21040
Knowledge of languages,      Kartvelian languages,,10,0,0,90,50,40,115,55,60
Knowledge of languages,        Georgian,,10,10,10,90,50,45,115,55,55
Knowledge of languages,      Korean,,8915,4165,4745,50640,23170,27470,57490,26310,31180
Knowledge of languages,      Mongolic languages,,55,35,20,320,155,170,370,170,200
Knowledge of languages,        Mongolian,,55,30,20,325,155,165,370,165,195
Knowledge of languages,      Niger-Congo languages,,1870,960,910,5810,3020,2790,8025,4130,3895
Knowledge of languages,        Akan (Twi),,240,140,95,495,280,215,630,350,280
Knowledge of languages,        Bamanankan,,0,0,0,20,10,10,30,20,15
Knowledge of languages,        Edo,,75,40,30,115,65,55,145,80,60
Knowledge of languages,        Ewe,,45,30,10,115,75,35,135,90,45
Knowledge of languages,        Fulah (Pular; Pulaar; Fulfulde),,10,0,0,45,10,35,105,30,70
Knowledge of languages,        Ga,,65,40,25,95,60,35,150,95,50
Knowledge of languages,        Ganda,,30,15,10,105,60,45,165,80,85
Knowledge of languages,        Igbo,,90,45,35,240,140,95,425,240,185
Knowledge of languages,        Lingala,,90,45,50,235,105,130,280,125,150
Knowledge of languages,        Rundi (Kirundi),,55,20,35,105,35,65,125,45,75
Knowledge of languages,        Kinyarwanda (Rwanda),,85,35,50,210,95,115,290,125,165
Knowledge of languages,        Shona,,60,30,25,265,125,140,415,220,195
Knowledge of languages,        Swahili,,620,350,270,2655,1440,1220,3365,1785,1575
Knowledge of languages,        Wolof,,10,0,10,30,15,15,50,25,30
Knowledge of languages,        Yoruba,,255,125,125,505,260,250,885,455,435
Knowledge of languages,        Niger-Congo languages; n.i.e.,,450,180,270,1325,605,725,1835,840,1000
Knowledge of languages,      Nilo-Saharan languages,,70,40,30,300,150,150,405,210,200
Knowledge of languages,        Dinka,,10,15,0,50,35,15,85,50,35
Knowledge of languages,        Nilo-Saharan languages; n.i.e.,,55,20,35,250,120,135,325,155,165
Knowledge of languages,      Sign languages,,645,195,445,3540,1405,2135,7545,2865,4680
