BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,ADDRESS,POSTAL_CODE,PHONE,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,NAIC,NAIC_DESCRIPTION,SECTORS,LONGITUDE,LATITUDE
City Nails and Spas Inc,"Nail Manicure, Pediacure, Waxing & Facial",104,15953,Fraser Hwy,15953 Fraser Hwy,V4N0Y3,6047201534,FTC,Commercial/Industrial,812115,Beauty Salons,,-122.780290,49.158026
City Petcare Hospital,Professional Practitioner-Veterinarian,120,7218,King George Blvd,7218 King George Blvd,V3W5A5,6045010077,NTC,Commercial/Industrial,541940,Veterinary Services,,-122.845443,49.133826
City Point Framing Ltd,Contractor - Construction,,13018,84 Ave,13018 84 Ave,V3W1L2,6045975612,NTC,Commercial/Industrial,231230,General Construction Contractors,,-122.861714,49.155300
City Railings Ltd,Assembly & Install. - Aluminium Railings,101,13065,84 Ave,13065 84 Ave,V3W1B3,6045377235,NTC,Commercial/Industrial,232390,Other Building Exterior Finishing Work,,-122.860482,49.155486
City Truck Repair Ltd,Mobile Truck Repair,212,12451,82 Ave,12451 82 Ave,V3W3E8,6047602581,NTC,Commercial/Industrial,811118,Truck & Trailer Repair & Maintenance,,-122.877241,49.152093
City Wide Commercial Property Management Ltd,Property Mgmt.,264,12899,76 Ave,12899 76 Ave,V3W1E6,6045437233,NTC,Commercial/Industrial,531310,Real Estate Property Managers,,-122.864669,49.141089
City Woodcraft Ltd,Manufacturer/Machine Shop-Woodworkers & Woodworking,7,8307,124 St,8307 124 St,V3W9G2,6045996360,NTC,Commercial/Industrial,332710,Machine Shops,,-122.879235,49.154103
Cityland Store Inc,Retail Cloth,105,15277,100 Ave,15277 100 Ave,V3R8X2,6045886283,GTC,Commercial/Industrial,451130,"Sewing, Needlework & Piece Goods Stores",,-122.798808,49.184313
Cityland Store Inc,Retail,130,12080,Nordel Way,12080 Nordel Way,V3W1P6,6045909168,NTC,Commercial/Industrial,448199,All Other Clothing Stores,,-122.887293,49.161836
Citywide Appliance Ltd,Wholesale,9,13325,76 Ave,13325 76 Ave,V3W2V8,6045970562,NTC,Commercial/Industrial,414220,Household Appliance Wholesaler-Distributors,,-122.853317,49.140994
Claimspro Inc,Insurance Adjuster,102,15290,103A Ave,15290 103A Ave,V3R7A2,6045891121,GTC,Commercial/Industrial,524291,Claims Adjusters,,-122.798335,49.190359
ClaimsPro Inc.,Insurance Adjuster,215,7455,132 St,7455 132 St,V3W1J8,6045079377,NTC,Commercial/Industrial,524291,Claims Adjusters,,-122.856871,49.138081
Claire Inc Dr Daljit,Professional Practitioner-Medical,117,7130,120 St,7130 120 St,V3W3M8,7785787499,NTC,Commercial/Industrial,621110,Offices of Physicians,,-122.890220,49.132757
Claire's #2546,Retail Merchant - Fashion Accessories,55,2223,Guildford Town Centre,2223 Guildford Town Centre,V3R7B9,6045897542,GTC,Commercial/Industrial,414110,Clothing & Clothing Accessories Wholesaler-Distributors,,0.000000,0.000000
Clairmont Mechanical Contracting Ltd,Mechanical Cont.,313,8352,130 St,8352 130 St,V3W8J9,6045028800,NTC,Commercial/Industrial,232520,"Plumbing, Heating & Air-Conditioning Installation",,-122.862153,49.154380
Clancy's Meat Co,Retail - Meats,102,2990,152 St,2990 152 St,V4P3N7,6045364237,SSTC,Commercial/Industrial,445210,Meat Markets,,-122.801030,49.056170
Clancy's Meat Co - Cloverdale,Retail Merchant - Meat Company,117,17433,56 Ave,17433 56 Ave,V3S2X6,7785742002,CTC,Commercial/Industrial,445210,Meat Markets,,0.000000,0.000000
Clark & Company,Professional Practitioner-Accountant,209,12877,76 Ave,12877 76 Ave,V3W1E6,7785937565,NTC,Commercial/Industrial,541212,Offices of Accountants,,-122.865042,49.141092
Class O P Pizza,Pizza Restaurant,15,3189,King George Blvd,3189 King George Blvd,V4P1B8,6045361233,SSTC,Commercial/Industrial,722110,Restaurants,,-122.811620,49.060021
Class One Driving School,Driving School,203,7750,128 St,7750 128 St,V3W0R6,6045011108,NTC,Commercial/Industrial,611640,Driving Schools,,-122.867795,49.143917
Classic Auto Stylists Ltd,Automobile Cleaning/Car Wash/Detailing,A2,2546,King George Blvd,2546 King George Blvd,V6X3M1,6045359669,SSTC,Commercial/Industrial,811192,Car Washes,,-122.796699,49.048270
Classic Custom Kitchen Ltd,Manufacturer - Kitchen Cabinets,D,12648,82 Ave,12648 82 Ave,V3W3G1,7789915812,NTC,Commercial/Industrial,332710,Machine Shops,,-122.871431,49.151794
Classic Games and Billiards Ltd,Retail Pool Tables & Games Tables,106,6039,196 St,6039 196 St,V3S7X4,6045399890,CTC,Commercial/Industrial,451120,"Hobby, Toy & Game Stores",,-122.680063,49.111973
Classroom Ready Inc,Printer/Publisher,207,8501,162 St,8501 162 St,V4N1B2,8668888967,FTC,Commercial/Industrial,323119,Other Printing,,-122.773445,49.157312
Classy Cuts,Beauty Salon,106,8434,120 St,8434 120 St,V3W7S2,6045430124,NTC,Commercial/Industrial,812115,Beauty Salons,,-122.890235,49.156474
Clayton Critters Ltd,Retail,102/,6820,188 St,6820 188 St,V4N3G6,7785742772,CTC,Commercial/Industrial,812910,Pet Care (except Veterinary) Services,,-122.701559,49.126510
Clayton Dental Center,Professional Practitioner-Dentist,104,18655,Fraser Hwy,18655 Fraser Hwy,V3S7Y3,6045439124,CTC,Commercial/Industrial,621210,Offices of Dentists,,-122.705313,49.125424
Clayton Dry Cleaners,Dry Cleaner/Laundry Service,121,6820,188 St,6820 188 St,V4N3G6,7785741562,CTC,Commercial/Industrial,812320,Dry Cleaning & Laundry Services (Except Coin-Operated),,-122.701559,49.126510
Clayton Gate Pediatrics,Professional Practitioner-Medical,215,6820,188 St,6820 188 St,V4N3G6,7782397870,CTC,Commercial/Industrial,621110,Offices of Physicians,,-122.701559,49.126510
Clayton Gate Pizza,Restaurant,107,6820,188 St,6820 188 St,V4N3G6,6045753000,CTC,Commercial/Industrial,722110,Restaurants,,-122.701559,49.126510
Clayton Heights 188st Physiotherapy & Sports Clinic,Professional Practitioner - Physiotherapy clinic,206,18730,Fraser Hwy,18730 Fraser Hwy,V3S7Y4,6045761338,CTC,Commercial/Industrial,621110,Offices of Physicians,,-122.703614,49.124435
Clayton Heights Chiropractic,Professional Practitioner-Chiropractor,211,6820,188 St,6820 188 St,V4N3G6,7785742629,CTC,Commercial/Industrial,621310,Offices of Chiropractors,,-122.701559,49.126510
Clayton Heights Family Dental,Professional Practitioner-Dentist,111,6758,188 St,6758 188 St,V4N6K2,6045766262,CTC,Commercial/Industrial,621210,Offices of Dentists,,-122.701564,49.125219
Clayton Heights Medical Clinic Inc,Professional Practitioner-Medical,204,18730,Fraser Hwy,18730 Fraser Hwy,V3S7Y4,6045750501,CTC,Commercial/Industrial,621110,Offices of Physicians,,-122.703614,49.124435
Clayton Heights Sports & Therapy Center,Rehabilitation Center,105,18640,Fraser Hwy,18640 Fraser Hwy,V3S7Y4,6045790105,CTC,Commercial/Industrial,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",,-122.705811,49.125435
Clayton Hills Husky,Retail Sales - Convenience Store,,18398,Fraser Hwy,18398 Fraser Hwy,V3S8E7,7785744568,CTC,Commercial/Industrial,447110,Gasoline Stations with Convenience Stores,,-122.712777,49.128715
Clayton Liquor Store,Cold Beer & Wine Store,102,18789,Fraser Hwy,18789 Fraser Hwy,V3S7Y3,6045758720,CTC,Commercial/Industrial,445310,"Beer, Wine & Liquor Stores",,-122.702027,49.123957
Claytonwood Electrical Contracting Inc,Contractor - Electrical,102,2677,192 St,2677 192 St,V3S3X1,6045756901,SSTC,Commercial/Industrial,232510,Electrical Contractors & Other Wiring Installation Contractors,,-122.691585,49.050921
Cleancare Environmental Services (Canada) Inc,Miscellaneous - Waste Management,,13364,Comber Way,13364 Comber Way,V3W5V9,6045979733,NTC,Commercial/Industrial,562990,All Other Waste Management Services,,-122.851688,49.134759
Cleveland Golf Canada Corp,"Whlse. Golf Equip.,",104,19099,25 Ave,19099 25 Ave,V3S3V2,6045420911,SSTC,Commercial/Industrial,414460,Toy & Hobby Goods Wholesaler-Distributors,,-122.694794,49.047580
Cline Inc Dr Roy A,Professional Practitioner-Medical/Ophthalmology,621,10833,160 St,10833 160 St,V4N1P3,6045801008,GTC,Commercial/Industrial,621110,Offices of Physicians,,-122.778810,49.199251
Closet Craft,Manufacturer/Machine Shop - Closet organizers,310,17750,65A Ave,17750 65A Ave,V3S5N4,6045991010,CTC,Commercial/Industrial,332710,Machine Shops,,-122.730696,49.121072
Clothesline Consignment,Clothing consignment,,5685,176 St,5685 176 St,V3S4C5,6045761010,CTC,Commercial/Industrial,453310,Used Merchandise Stores,,-122.735106,49.105703
Clova Cinema Ltd,Movie Theatre,,5732,176 St,5732 176 St,V3S4C8,6042190291,CTC,Commercial/Industrial,711111,Theatre (exc. musical) companies,,-122.734836,49.106565
Clover Care Dental Clinic,Professional Practitioner-Dentist,105,17780,56 Ave,17780 56 Ave,V3S1C7,6045754747,CTC,Commercial/Industrial,621210,Offices of Dentists,,-122.729819,49.104076
Clover Care Medical Clinic,Professional Practitioner-Medical,102,17770,56 Ave,17770 56 Ave,V3S1C7,6045747883,CTC,Commercial/Industrial,621110,Offices of Physicians,,-122.730085,49.104076
Clover Collision Repairs (2013) Ltd,Auto Body Repair,4,5422,176 St,5422 176 St,V3S4C3,6045766016,CTC,Commercial/Industrial,811121,"Automotive Body, Paint & Interior Repair & Maintenance",,-122.734857,49.100816
Clover Hill Market,"Retail Groceries, Gas",,5996,184 St,5996 184 St,V3S4N4,6045762215,CTC,Commercial/Industrial,447110,Gasoline Stations with Convenience Stores,,-122.712497,49.111353
Clover Hills Dental,Professional Practitioner-Dentist,109,18408,64 Ave,18408 64 Ave,V3S1E9,6045768466,CTC,Commercial/Industrial,621210,Offices of Dentists,,-122.712244,49.118659
Clover Inn Beer & Wine Store,Beer & Wine Store,413,6466,176 St,6466 176 St,V3S4G3,6045766751,CTC,Commercial/Industrial,445310,"Beer, Wine & Liquor Stores",,-122.734818,49.119834
Clover Lanes Ltd,"Bowling Centre, Food Primary - Dining Lounge",,5814,176A St,5814 176A St,V3S4H5,6045744601,CTC,Commercial/Industrial,713950,Bowling Centres,,-122.733557,49.108038
Clover Lanes Ltd,"Bowling Centre, Food Primary - Dining Lounge",,5814,176A St,5814 176A St,V3S4H5,6045744601,CTC,Commercial/Industrial,722110,Restaurants,,-122.733557,49.108038
Clover Laser Centre,Laser Hair Removal,,5622,177B St,5622 177B St,V3S4J1,6045760640,CTC,Commercial/Industrial,812190,Other Personal Care Services,,-122.730143,49.104543
Clover Massage Therapy Diana Lauren RMT,Massage Therapy (RMT),220,5660,176A St,5660 176A St,V3S4H1,6045758742,CTC,Commercial/Industrial,621370,Offices of Massage Therapists,,-122.733545,49.105251
Clover Tires & Distribution Service Ltd,Wholesale - Tires,A,18800,96 Ave,18800 96 Ave,V4N3R1,6045306691,GTC,Commercial/Industrial,415210,Tire Wholesaler-Distributors,,-122.701248,49.176913
Clover Valley,Wanufacturer - Non Profit,,17949,Roan Pl,17949 Roan Pl,V3S5K1,6045747441,CTC,Commercial/Industrial,813990,Other Membership Organizations,,-122.725210,49.101133
Cloverdale Air Conditioning Co Inc,Contractor - Air Conditioning,101,18485,53 Ave,18485 53 Ave,V3S7A4,6045744951,CTC,Commercial/Industrial,232520,"Plumbing, Heating & Air-Conditioning Installation",,-122.710605,49.099159
Cloverdale Animal Hospital,Professional Practitioner-Veterinarian,110,17433,56 Ave,17433 56 Ave,V3S2X6,6042300426,CTC,Commercial/Industrial,541940,Veterinary Services,,0.000000,0.000000
Cloverdale Antiques & Fine Art,Antique Dealer,,5754,176 St,5754 176 St,V3S4C8,6045741111,CTC,Commercial/Industrial,453310,Used Merchandise Stores,,-122.734833,49.106955
Cloverdale Apartments,Apartment Rental,,5772,177B St,5772 177B St,V3S4J5,6045768230,CTC,Commercial/Industrial,531111,Lessors of Residential Buildings & Dwellings,,-122.730153,49.107280
Cloverdale Auto Metal 1979 Ltd,Auto Body/Painting,,5812,176 St,5812 176 St,V3S4E2,6045744661,CTC,Commercial/Industrial,811121,"Automotive Body, Paint & Interior Repair & Maintenance",,-122.734827,49.108001
Cloverdale Bottle Depot Ltd,Recycling Depot,6,17918,55 Ave,17918 55 Ave,V3S6C8,6045766777,CTC,Commercial/Industrial,418190,Other Recyclable Material Wholesaler-Distributors,,-122.725663,49.102200
Cloverdale Coin Laundry,Laundry drop off only,,5667,176A St,5667 176A St,V3S4G8,6045761902,CTC,Commercial/Industrial,812310,Coin-Operated Laundries & Dry Cleaners,,-122.733820,49.105386
Cloverdale Coin Laundry,Laundry drop off only,,5667,176A St,5667 176A St,V3S4G8,6045761902,CTC,Commercial/Industrial,812320,Dry Cleaning & Laundry Services (Except Coin-Operated),,-122.733820,49.105386
Cloverdale Cold Storage Ltd,Warehouse - Cold Storage,,3133,188 St,3133 188 St,V3S9V5,6045411031,SSTC,Commercial/Industrial,493120,Refrigerated Warehousing & Storage,,-122.702628,49.058797
Cloverdale Computers,Retail Computers,1,5748,176 St,5748 176 St,V3S4C8,6045761277,CTC,Commercial/Industrial,443120,Computer & Software Stores,,-122.734834,49.106849
Cloverdale Crossing Dental,Professional Practitioner-Dentist,835,17685,64 Ave,17685 64 Ave,V3S1Z2,7785710800,CTC,Commercial/Industrial,621210,Offices of Dentists,,-122.732493,49.118863
Cloverdale Curling Club,Lounge,,6150,176 St,6150 176 St,V3S4E7,6045744483,CTC,Commercial/Industrial,722410,Drinking Places,,0.000000,0.000000
Cloverdale Dairy Queen,Fast Food Outlet,,17720,56 Ave,17720 56 Ave,V3S1C7,6045764811,CTC,Commercial/Industrial,722110,Restaurants,,-122.731703,49.104081
Cloverdale Family Medical Centre,Professional Practitioner-Medica,,5633,177B St,5633 177B St,V3S4H9,6045762828,CTC,Commercial/Industrial,621110,Offices of Physicians,,-122.730418,49.104751
Cloverdale Glass & Entrance Ltd,Contractor - Commercial & residential flat glass installation,604,17665,66A Ave,17665 66A Ave,V3S2A7,6045398344,CTC,Commercial/Industrial,444190,Other Building Material Dealers,,-122.733052,49.123431
Cloverdale Isshindo Martial Arts Federation of Canada Inc,Business School - Martial Arts Instruction,202,16793,60 Ave,16793 60 Ave,V3S1S8,6048162829,CTC,Commercial/Industrial,611620,Athletic Instruction,,-122.757159,49.111637
Cloverdale Kumon,After School math and reading supplemental education centre,102,17618,58 Ave,17618 58 Ave,V3S1L3,7785747715,CTC,Commercial/Industrial,611650,Tutorial Services,,-122.734512,49.107699
Cloverdale Lawn & Garden Equipment Ltd,Retail Lawn & Garden Equip.,,5824,176 St,5824 176 St,V3S4E2,6045743050,CTC,Commercial/Industrial,444220,Nursery & Garden Centres,,-122.734826,49.108222
Cloverdale Lawn & Garden Equipment Ltd,Retail Lawn & Garden Equip.,,5824,176 St,5824 176 St,V3S4E2,6045743050,CTC,Commercial/Industrial,811490,Other Personal & Household Goods Repair & Maintenance,,-122.734826,49.108222
Cloverdale Nursery,Nursery,,16560,50 Ave,16560 50 Ave,V3S0L2,6045769616,CTC,Commercial/Industrial,111421,Nursery & tree production,,-122.763502,49.093107
Cloverdale Optometry,Optometrist,,5718,176A St,5718 176A St,V3S4H2,6045744527,CTC,Commercial/Industrial,621320,Offices of Optometrists,,-122.733550,49.106303
Cloverdale Paint Inc,Retail Merchants,,6950,King George Blvd,6950 King George Blvd,V3W4Z1,6045961736,NTC,Commercial/Industrial,325510,Paint & Coating Manufacturing,,-122.845451,49.128641
Cloverdale Paint Inc,Retail Merchants,,6950,King George Blvd,6950 King George Blvd,V3W4Z1,6045961736,NTC,Commercial/Industrial,444120,Paint & Wallpaper Stores,,-122.845451,49.128641
Cloverdale Paint Inc,Wholesale - Paints,102/,18770,96 Ave,18770 96 Ave,V4N3R1,6045966261,GTC,Commercial/Industrial,416340,"Paint, Glass & Wallpaper Wholesaler-Distributors",,-122.702437,49.176913
Cloverdale Paint Inc (3033 King George Blvd),Retail Paint & Supplies,3,3033,King George Blvd,3033 King George Blvd,V4P1B8,6045316711,SSTC,Commercial/Industrial,444120,Paint & Wallpaper Stores,,-122.808233,49.057290
Cloverdale Park Town Pantry,Convenience Store,,17617,64 Ave,17617 64 Ave,V3S1Z2,6045751306,CTC,Commercial/Industrial,447110,Gasoline Stations with Convenience Stores,,-122.734474,49.118862
Cloverdale Physiotherapy & Sports Clinic,Physiotherapy,105B,17780,56 Ave,17780 56 Ave,V3S1C7,6045744342,CTC,Commercial/Industrial,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",,-122.729819,49.104076
Cloverdale Reporter News,Publishing,,17586,56A Ave,17586 56A Ave,V3S1G3,6045752405,CTC,Commercial/Industrial,511110,Newspaper Publishers,,-122.735400,49.104986
Cloverdale Rodeo & Exhibition,"A Lounge,Stadium Class E Liquor Lic.,Surrey Farm Fair",A,6050,176 St,6050 176 St,V3S4E7,6045769461,CTC,Commercial/Industrial,722320,Caterers,,-122.734728,49.112249
Cloverdale Rodeo & Exhibition,"A Lounge,Stadium Class E Liquor Lic.,Surrey Farm Fair",A,6050,176 St,6050 176 St,V3S4E7,6045769461,CTC,Commercial/Industrial,722410,Drinking Places,,-122.734728,49.112249
Cloverdale Sausage,Retail Merchant - Delicatessen,,5804,176 St,5804 176 St,V3S4E2,6045766131,CTC,Commercial/Industrial,445210,Meat Markets,,-122.734828,49.107853
Cloverdale Shell,Automobile Cleaning/Car Wash/Detailing,,17588,64 Ave,17588 64 Ave,V3S1Y9,6045751378,CTC,Commercial/Industrial,447110,Gasoline Stations with Convenience Stores,,-122.735238,49.118687
Cloverdale Shell,Automobile Cleaning/Car Wash/Detailing,,17588,64 Ave,17588 64 Ave,V3S1Y9,6045751378,CTC,Commercial/Industrial,447190,Other Gasoline Stations,,-122.735238,49.118687
Cloverdale Shell,Automobile Cleaning/Car Wash/Detailing,,17588,64 Ave,17588 64 Ave,V3S1Y9,6045751378,CTC,Commercial/Industrial,811192,Car Washes,,-122.735238,49.118687
Cloverdale Station Neighbourhood Pub and Liquor St,Retail - Liquor Store,,5858,176 St,5858 176 St,V3S4H4,6045153925,CTC,Commercial/Industrial,445310,"Beer, Wine & Liquor Stores",,-122.734823,49.108776
Cloverdale Sunday Market,Flea Market,,6050,176 St,6050 176 St,V3S4E7,6048371676,CTC,Commercial/Industrial,453310,Used Merchandise Stores,,-122.734728,49.112249
Cloverdale Top Soil Ltd,Top soil processing only,,7921,188 St,7921 188 St,V4N4J1,6048887645,CTC,Commercial/Industrial,232990,All Other Special Trade Contracting,,-122.701702,49.146148
Cloverdale Village Dental,Professional Practioner - Dentist,,5635,176A St,5635 176A St,V3S4G8,6045790102,CTC,Commercial/Industrial,621210,Offices of Dentists,,-122.733817,49.104790
Club Cat Hotel Corp,Cat Boarding,,17710,20 Ave,17710 20 Ave,V3S9V2,6045413615,SSTC,Commercial/Industrial,812910,Pet Care (except Veterinary) Services,,-122.732275,49.038369
Clydesdale Inn,"Motel, Pub & Restaurant",,17630,56 Ave,17630 56 Ave,V3S1C5,6045762826,CTC,Commercial/Industrial,721114,Motels,,-122.734183,49.104075
Clydesdale Inn,"Motel, Pub & Restaurant",,17630,56 Ave,17630 56 Ave,V3S1C5,6045762826,CTC,Commercial/Industrial,722410,Drinking Places,,-122.734183,49.104075
Clydesdale Inn Beer & Wine Liquor Store,Retail - Beer & Wine,,17630,56 Ave,17630 56 Ave,V3S1C5,6045762826,CTC,Commercial/Industrial,445310,"Beer, Wine & Liquor Stores",,-122.734183,49.104075
Co Operators Insurance Agencies,Insurance Agency,107,15277,100 Ave,15277 100 Ave,V3R8X2,6045810471,GTC,Commercial/Industrial,524210,Insurance Agencies & Brokerages,,-122.798808,49.184313
