SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,MINCODE,SCHOOL_NAME,NUM_OF_SCHOOLS_IN_DATA_LEVEL,TOTAL_CLASSES,CLASSES_WITH_ED_ASSIST,TOTAL_CLASSES_GREATER_30,AVG_CLASS_SIZE_K,AVG_CLASS_SIZE_1_3,AVG_CLASS_SIZE_4_7,AVG_CLASS_SIZE_8_12
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,18,17,,18.4,20.2,26.8,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,18,13,,21,20.5,27.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,18,13,,18,22.9,27.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,19,14,,19.9,21,27,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,19,15,,17.7,22.7,28,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,19,19,,15.7,22.3,28.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,15,5,,16.5,20.2,27.3,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,15,11,,18.5,21,27,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,15,8,,15,21.7,27.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,15,11,,18.3,21.3,26.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,15,10,,19,20.8,27,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,15,11,,18.4,21.5,27,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,15,10,,16,22.3,24.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,15,12,,16.7,20.1,26.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,14,9,,20.5,20.2,27.7,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,14,12,,20.6,22.4,27.1,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636146,Brookside Elementary,1,18,16,,19.8,21.8,25.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,25,10,,19.3,20.9,25.1,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,25,13,,17,19.6,26.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,21,9,,19.3,19.4,26.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,21,19,,18.7,22.1,26.6,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,22,19,,18,20.9,26.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,22,22,,18.2,19.9,25.1,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,20,20,,17,20.8,26.6,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,21,21,,19,20.6,24.8,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,19,18,,20.6,21.4,25.6,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,17,17,,21.2,22.8,27,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636147,Westerman Elementary,1,17,17,,20.2,22.1,27.9,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,14,5,,22,21.8,25.9,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,15,8,,14.5,19.5,26.2,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,15,8,,16,21.6,25.6,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,15,7,,15,22.4,25.6,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,15,8,,18.5,20.2,28.4,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,17,6,,20.6,22.5,25.8,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,17,17,,15.5,22.4,25.3,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,15,10,,19.5,22.8,29.7,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,14,,,21.2,21.7,28.6,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,13,13,,22,23.6,29.4,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636148,Chantrell Creek Elementary,1,14,8,,17,23.2,28.8,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,11,3,,22,21,20.3,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,10,5,,19,21.7,26.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,12,10,,17,20.9,21.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,13,9,,15.5,20.4,21.7,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,13,5,,17,23,24.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,15,14,,19.5,22,22.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,15,15,,16,20.4,23.1,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,14,12,,20.7,22.3,24.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,14,9,,20.7,22.3,24.1,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,14,7,1,19.2,21.3,23.8,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636149,Sunrise Ridge Elementary,1,13,10,,19,22.4,25.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,153,22,21,,,,26.7
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,155,42,10,,,,27
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,179,29,16,,,,26.8
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,184,51,15,,,,26.7
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,231,63,34,,,,26.5
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,246,82,43,,,,27.2
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,298,39,5,,,23.7,23.2
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,333,135,4,,,,20
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,290,131,3,,,,25.1
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,277,57,8,,,,24.5
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636150,Tamanawis Secondary,1,345,104,2,,,,23.9
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,15,7,,19.7,20.2,27,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,20,8,,17.5,23.1,27.3,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,23,11,,19.8,22.6,25.1,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,27,10,,19.6,21.2,26.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,28,21,,18,22.6,27,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,31,25,,21,20.8,25.1,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,34,33,,18,21.8,28.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,25,17,,19.8,20.3,28.4,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,26,15,,21.3,22.5,25.3,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,26,12,,18.8,23.8,25.7,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636151,Cambridge Elementary,1,28,16,,20.4,22.5,28.5,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,22,7,,21.7,21.6,26.7,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,23,11,,17.3,21.8,28.3,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,23,12,,21.7,21.6,27.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,25,12,,17.3,21.2,26.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,26,14,,17.3,21,27.9,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,26,21,,21.3,21.4,27.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,27,26,,19.5,21.1,27.1,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,27,24,,21.3,22,26.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,26,23,,19.8,22.1,27.5,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,27,25,,18.4,21.6,29,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636152,Walnut Road Elementary,1,27,24,,20.4,22.9,27.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636153,Adams Road Elementary,1,11,2,,20,22.1,25.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636153,Adams Road Elementary,1,16,3,,16.7,20.3,25.8,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636153,Adams Road Elementary,1,18,16,,16,22.4,27.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636153,Adams Road Elementary,1,21,10,,17.5,20.9,26.9,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636153,Adams Road Elementary,1,20,12,,21,20.5,27.2,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636153,Adams Road Elementary,1,22,10,,20.5,22,27.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636153,Adams Road Elementary,1,24,21,,19.3,20.2,28,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,15,6,1,19.5,21.3,27.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,16,6,,18,20.7,25.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,16,8,,21,20.3,24.6,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,15,8,,19.5,22.3,26,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,16,6,,17,20.9,25.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,17,11,,18,19.9,24.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,16,6,,20.9,21.9,27.2,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,17,3,,18.8,19.7,25.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,15,3,,18,20.7,27.7,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,13,8,,20.5,23.1,27.8,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636155,Coast Meridian Elementary,1,13,8,,19,20.5,26.7,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,183,24,17,,,,27.3
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,181,31,32,,,,26.3
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,191,31,18,,,,26
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,168,30,27,,,,26.7
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,196,32,29,,,,26.7
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,213,32,42,,,,26.8
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,246,10,8,,,,23.5
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,242,28,9,,,,24.3
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,246,44,8,,,,23.4
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,250,39,6,,,,22.3
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636156,Elgin Park Secondary,1,273,35,7,,,,20.5
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,26,9,,14.7,19.9,27.1,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,25,13,,19.7,20.6,26.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,25,19,,17,20.9,27.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,25,22,,20.7,18.1,26.7,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,23,14,,21.7,20.4,27.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,23,15,,19.6,21.4,27.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,24,15,,18.8,21.9,28.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,25,21,,20.5,22.2,27.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,26,15,,18.3,22.3,27,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,26,16,,20.3,21.8,25.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636157,Coyote Creek Elementary,1,26,24,,17.8,23.2,28.2,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,20,3,,18,20.1,24.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,20,6,,18.5,20.5,25.2,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,20,19,,18,20.6,25,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,21,16,,15.3,20.1,23.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,20,20,,19,20,25.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,21,20,,17.3,19.4,27.1,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,20,8,,19,20.1,25.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,20,20,,19,21.3,24.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,20,5,,16.7,21.4,25.2,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,20,10,,18.3,20.5,25.8,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636158,Beaver Creek Elementary,1,21,21,,19.3,21.9,26.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,15,6,,16,22.9,26.3,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,15,6,,14.5,18.8,26.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,14,9,,20.5,22,26.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,14,12,,18.5,20,27.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,14,14,,17.5,22.3,24.2,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,13,6,,20.9,20.9,27,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,13,10,,20.5,20.5,28.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,14,11,,20.3,21.9,26.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,15,8,,19.2,22.1,27.1,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,15,13,,21.6,22.7,25.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636159,Dogwood Elementary,1,15,15,,19,22.2,27.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,17,8,,20.9,20.9,26.1,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,19,19,,17,21,27,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,21,14,,17,21.6,27.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,21,21,,18.7,21.6,26.1,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,23,14,,17,21.1,26.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,24,22,,19,21.7,28.2,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,24,11,,18.7,21.9,27.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,23,22,,21.7,22.6,26.8,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,24,22,,19.3,21.1,26.4,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,23,21,,21.3,22.7,28.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636160,Frost Road Elementary,1,25,23,,21.2,22.6,27.5,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,14,6,,15.5,22.5,26.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,13,9,,18.6,21.9,25.9,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,13,10,,13.5,21.8,27.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,12,9,,20,22.7,26.6,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,12,7,,22,20.7,26.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,12,8,,20,20.5,28.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,12,9,,21,20.7,25.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,13,10,,17,19.2,25.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,12,7,,19.3,22,27.1,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,12,10,,21.3,23.6,29,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636161,Semiahmoo Trail Elementary,1,13,11,,21.4,23.1,28.5,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,13,6,,20,21.2,24.9,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,13,11,,20,21.2,27.6,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,12,8,,21,21.6,24.7,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,12,8,,20.5,21.8,26.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,13,11,,17.5,21.4,26.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,12,9,,21.7,22.9,26.8,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,13,13,,18.7,22.7,25,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,13,9,,21.4,23.1,27.7,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,13,8,,20.9,22.6,28.3,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,11,10,,22,23.8,29.1,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636162,Bayridge Elementary,1,12,10,,20.2,21.8,28.5,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,148,47,17,,,,27.2
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,154,58,29,,,,26.7
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,156,26,24,,,,27.2
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,159,23,32,,,,27.5
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,171,20,23,,,,27
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,190,20,12,,,,26.4
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,255,41,1,,,,24.4
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,278,44,2,,,,23.9
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,374,56,4,,,,23.2
